Month,Year,Precip
7,12/25/2014,9.44
8,12/25/2014,4.05
9,12/25/2014,0.11
10,12/25/2014,7.41
11,12/25/2014,4.58
0,12/26/2014,2.36
1,12/26/2014,9.76
2,12/26/2014,4.08
3,12/26/2014,9.53
4,12/26/2014,7.18
5,12/26/2014,7.89
6,12/26/2014,5.29
7,12/26/2014,8.10
8,12/26/2014,5.96
9,12/26/2014,1.69
10,12/26/2014,1.36
11,12/26/2014,6.17
0,12/27/2014,8.82
1,12/27/2014,2.10
2,12/27/2014,0.26
3,12/27/2014,7.71
4,12/27/2014,7.81
5,12/27/2014,3.14
6,12/27/2014,0.10
7,12/27/2014,2.61
8,12/27/2014,1.40
9,12/27/2014,4.36
10,12/27/2014,5.63
11,12/27/2014,0.54
0,12/28/2014,0.10
1,12/28/2014,6.06
2,12/28/2014,8.04
3,12/28/2014,1.44
4,12/28/2014,4.52
5,12/28/2014,6.12
6,12/28/2014,1.17
7,12/28/2014,7.80
8,12/28/2014,2.35
9,12/28/2014,9.11
10,12/28/2014,6.68
11,12/28/2014,6.01
0,12/29/2014,6.51
1,12/29/2014,3.61
2,12/29/2014,5.19
3,12/29/2014,4.09
4,12/29/2014,2.71
5,12/29/2014,0.86
6,12/29/2014,0.55
7,12/29/2014,0.85
8,12/29/2014,1.23
9,12/29/2014,8.73
10,12/29/2014,9.48
11,12/29/2014,7.33
0,12/30/2014,3.91
1,12/30/2014,8.11
2,12/30/2014,9.39
3,12/30/2014,4.63
4,12/30/2014,4.91
5,12/30/2014,4.89
6,12/30/2014,3.10
7,12/30/2014,3.71
8,12/30/2014,0.43
9,12/30/2014,9.76
10,12/30/2014,0.42
11,12/30/2014,1.55
0,12/31/2014,0.75
1,12/31/2014,9.61
2,12/31/2014,2.87
3,12/31/2014,5.21
4,12/31/2014,5.48
5,12/31/2014,9.02
6,12/31/2014,9.85
7,12/31/2014,9.80
8,12/31/2014,1.20
9,12/31/2014,7.66
10,12/31/2014,1.45
11,12/31/2014,9.14
